Round,nodes alive,sent,avg energy,max energy,min energy
1370,0,0,0.986940,0.996446,0.757748
1375,0,0,0.986893,0.996436,0.756772
1380,0,0,0.986847,0.996422,0.755983
1385,0,0,0.986799,0.996411,0.755007
1390,0,0,0.986752,0.996395,0.754215
1395,0,0,0.986705,0.996384,0.753239
1400,0,0,0.986657,0.996373,0.752263
1405,0,0,0.986609,0.996363,0.751287
1410,0,0,0.986562,0.996346,0.750495
1415,0,0,0.986514,0.996335,0.749519
1420,0,0,0.986469,0.996322,0.748731
1425,0,0,0.986421,0.996311,0.747755
1430,0,0,0.986373,0.996300,0.746779
1435,0,0,0.986326,0.996284,0.745987
1440,0,0,0.986278,0.996265,0.745382
1445,0,0,0.986230,0.996254,0.744406
1450,0,0,0.986182,0.996244,0.743430
1455,0,0,0.986135,0.996227,0.742638
1460,0,0,0.986089,0.996213,0.741849
1465,0,0,0.986042,0.996203,0.740873
1470,0,0,0.985994,0.996192,0.739897
1475,0,0,0.985946,0.996181,0.738921
1480,0,0,0.985899,0.996165,0.738129
1485,0,0,0.985848,0.996149,0.737337
1490,0,0,0.985801,0.996138,0.736361
1495,0,0,0.985755,0.996125,0.735572
1500,0,0,0.985708,0.996108,0.734780
1505,0,0,0.985660,0.996097,0.733804
1510,0,0,0.985613,0.996087,0.732828
1515,0,0,0.985565,0.996076,0.731852
1520,0,0,0.985516,0.996057,0.731247
1525,0,0,0.985469,0.996041,0.730455
1530,0,0,0.985421,0.996030,0.729479
1535,0,0,0.985374,0.996019,0.728503
1540,0,0,0.985326,0.996001,0.727898
1545,0,0,0.985278,0.995990,0.726922
1550,0,0,0.985231,0.995973,0.726130
1555,0,0,0.985183,0.995963,0.725154
1560,0,0,0.985138,0.995949,0.724365
1565,0,0,0.985090,0.995938,0.723389
1570,0,0,0.985042,0.995928,0.722413
1575,0,0,0.984992,0.995906,0.721805
1580,0,0,0.984944,0.995895,0.720829
1585,0,0,0.984896,0.995885,0.719853
1590,0,0,0.984851,0.995871,0.719064
1595,0,0,0.984803,0.995860,0.718089
1600,0,0,0.984753,0.995839,0.717480
1605,0,0,0.984705,0.995828,0.716504
1610,0,0,0.984658,0.995817,0.715528
1615,0,0,0.984612,0.995803,0.714740
1620,0,0,0.984562,0.995782,0.714131
1625,0,0,0.984515,0.995771,0.713155
1630,0,0,0.984467,0.995761,0.712179
1635,0,0,0.984419,0.995750,0.711203
1640,0,0,0.984371,0.995731,0.710598
1645,0,0,0.984323,0.995720,0.709622
1650,0,0,0.984275,0.995710,0.708646
1655,0,0,0.984228,0.995693,0.707854
1660,0,0,0.984183,0.995679,0.707066
1665,0,0,0.984132,0.995664,0.706273
1670,0,0,0.984084,0.995653,0.705297
1675,0,0,0.984036,0.995642,0.704322
1680,0,0,0.983989,0.995626,0.703529
1685,0,0,0.983941,0.995615,0.702553
1690,0,0,0.983890,0.995599,0.701761
1695,0,0,0.983843,0.995589,0.700785
1700,0,0,0.983798,0.995569,0.700181
1705,0,0,0.983751,0.995558,0.699205
1710,0,0,0.983703,0.995548,0.698229
1715,0,0,0.983652,0.995532,0.697436
1720,0,0,0.983605,0.995515,0.696644
1725,0,0,0.983557,0.995505,0.695668
1730,0,0,0.983512,0.995491,0.694880
1735,0,0,0.983461,0.995475,0.694087
1740,0,0,0.983413,0.995465,0.693111
1745,0,0,0.983365,0.995454,0.692135
1750,0,0,0.983319,0.995437,0.691343
1755,0,0,0.983270,0.995418,0.690738
1760,0,0,0.983222,0.995408,0.689762
1765,0,0,0.983174,0.995397,0.688786
1770,0,0,0.983127,0.995386,0.687810
1775,0,0,0.983079,0.995376,0.686834
1780,0,0,0.983031,0.995351,0.686414
1785,0,0,0.982983,0.995340,0.685438
1790,0,0,0.982936,0.995330,0.684462
1795,0,0,0.982888,0.995319,0.683486
1800,0,0,0.982840,0.995300,0.682881
1805,0,0,0.982792,0.995290,0.681905
1810,0,0,0.982745,0.995273,0.681113
1815,0,0,0.982697,0.995262,0.680137
1820,0,0,0.982652,0.995249,0.679348
1825,0,0,0.982604,0.995238,0.678372
1830,0,0,0.982553,0.995222,0.677580
1835,0,0,0.982505,0.995212,0.676604
1840,0,0,0.982458,0.995195,0.675812
1845,0,0,0.982411,0.995184,0.674836
1850,0,0,0.982363,0.995174,0.673860
1855,0,0,0.982317,0.995160,0.673071
1860,0,0,0.982270,0.995143,0.672279
1865,0,0,0.982222,0.995133,0.671303
1870,0,0,0.982175,0.995122,0.670327
1875,0,0,0.982127,0.995111,0.669351
1880,0,0,0.982081,0.995098,0.668562
1885,0,0,0.982034,0.995081,0.667770
1890,0,0,0.981986,0.995070,0.666794
1895,0,0,0.981938,0.995060,0.665818
1900,0,0,0.981891,0.995049,0.664842
1905,0,0,0.981843,0.995038,0.663866
1910,0,0,0.981792,0.995023,0.663074
1915,0,0,0.981745,0.995006,0.662282
1920,0,0,0.981700,0.994992,0.661493
1925,0,0,0.981652,0.994982,0.660517
1930,0,0,0.981604,0.994971,0.659541
1935,0,0,0.981554,0.994955,0.658749
1940,0,0,0.981509,0.994936,0.658144
1945,0,0,0.981461,0.994925,0.657168
1950,0,0,0.981413,0.994914,0.656192
1955,0,0,0.981366,0.994904,0.655216
1960,0,0,0.981317,0.994885,0.654611
1965,0,0,0.981269,0.994874,0.653635
1970,0,0,0.981222,0.994858,0.652843
1975,0,0,0.981174,0.994847,0.651867
1980,0,0,0.981129,0.994833,0.651079
1985,0,0,0.981081,0.994823,0.650103
1990,0,0,0.981034,0.994812,0.649127
1995,0,0,0.980983,0.994796,0.648335
2000,0,0,0.980936,0.994780,0.647542
2005,0,0,0.980888,0.994769,0.646566
2010,0,0,0.980843,0.994755,0.645778
2015,0,0,0.980795,0.994745,0.644802
2020,0,0,0.980744,0.994729,0.644010
2025,0,0,0.980696,0.994718,0.643034
2030,0,0,0.980648,0.994707,0.642058
2035,0,0,0.980602,0.994691,0.641266
2040,0,0,0.980553,0.994672,0.640661
2045,0,0,0.980505,0.994661,0.639685
2050,0,0,0.980458,0.994651,0.638709
2055,0,0,0.980410,0.994640,0.637733
2060,0,0,0.980365,0.994620,0.637128
2065,0,0,0.980317,0.994610,0.636152
2070,0,0,0.980270,0.994599,0.635176
2075,0,0,0.980222,0.994588,0.634200
2080,0,0,0.980172,0.994567,0.633592
2085,0,0,0.980124,0.994556,0.632616
2090,0,0,0.980079,0.994542,0.631827
2095,0,0,0.980031,0.994532,0.630851
2100,0,0,0.979981,0.994510,0.630243
2105,0,0,0.979933,0.994499,0.629267
2110,0,0,0.979887,0.994486,0.628478
2115,0,0,0.979840,0.994475,0.627502
2120,0,0,0.979789,0.994459,0.626710
2125,0,0,0.979741,0.994449,0.625734
2130,0,0,0.979694,0.994438,0.624758
2135,0,0,0.979648,0.994424,0.623969
2140,0,0,0.979598,0.994402,0.623361
2145,0,0,0.979551,0.994392,0.622385
2150,0,0,0.979503,0.994381,0.621409
2155,0,0,0.979455,0.994371,0.620433
2160,0,0,0.979410,0.994351,0.619828
2165,0,0,0.979359,0.994335,0.619036
2170,0,0,0.979312,0.994324,0.618060
2175,0,0,0.979264,0.994314,0.617084
2180,0,0,0.979219,0.994300,0.616295
2185,0,0,0.979171,0.994283,0.615503
2190,0,0,0.979124,0.994273,0.614527
2195,0,0,0.979073,0.994257,0.613735
2200,0,0,0.979025,0.994246,0.612759
2205,0,0,0.978977,0.994236,0.611783
2210,0,0,0.978929,0.994225,0.610807
2215,0,0,0.978885,0.994205,0.610202
2220,0,0,0.978834,0.994190,0.609410
2225,0,0,0.978786,0.994179,0.608434
2230,0,0,0.978739,0.994168,0.607458
2235,0,0,0.978694,0.994149,0.606853
2240,0,0,0.978646,0.994138,0.605877
2245,0,0,0.978599,0.994127,0.604901
2250,0,0,0.978548,0.994112,0.604109
2255,0,0,0.978500,0.994101,0.603133
2260,0,0,0.978455,0.994081,0.602528
2265,0,0,0.978408,0.994071,0.601552
2270,0,0,0.978357,0.994055,0.600760
2275,0,0,0.978309,0.994044,0.599784
2280,0,0,0.978264,0.994025,0.599180
2285,0,0,0.978216,0.994014,0.598204
2290,0,0,0.978169,0.994003,0.597228
2295,0,0,0.978118,0.993987,0.596435
2300,0,0,0.978071,0.993971,0.595643
2305,0,0,0.978023,0.993960,0.594667
2310,0,0,0.977976,0.993950,0.593691
2315,0,0,0.977928,0.993939,0.592715
2320,0,0,0.977879,0.993920,0.592110
2325,0,0,0.977831,0.993909,0.591134
2330,0,0,0.977784,0.993899,0.590158
2335,0,0,0.977737,0.993882,0.589366
2340,0,0,0.977686,0.993866,0.588574
2345,0,0,0.977638,0.993856,0.587598
2350,0,0,0.977593,0.993842,0.586809
2355,0,0,0.977545,0.993831,0.585833
2360,0,0,0.977498,0.993816,0.585041
2365,0,0,0.977450,0.993805,0.584065
2370,0,0,0.977402,0.993794,0.583089
2375,0,0,0.977357,0.993781,0.582301
2380,0,0,0.977309,0.993770,0.581325
2385,0,0,0.977261,0.993759,0.580349
2390,0,0,0.977210,0.993744,0.579557
2395,0,0,0.977162,0.993733,0.578580
2400,0,0,0.977118,0.993713,0.577976
2405,0,0,0.977070,0.993703,0.577000
2410,0,0,0.977022,0.993692,0.576024
2415,0,0,0.976975,0.993681,0.575048
2420,0,0,0.976927,0.993656,0.574627
2425,0,0,0.976879,0.993646,0.573651
2430,0,0,0.976831,0.993635,0.572675
2435,0,0,0.976784,0.993625,0.571699
