Round,nodes alive,sent,avg energy,max energy,min energy
2020,0,0,0.991623,0.998387,0.777757
2025,0,0,0.991601,0.998382,0.777200
2030,0,0,0.991580,0.998379,0.776651
2035,0,0,0.991559,0.998375,0.776102
2040,0,0,0.991539,0.998371,0.775551
2045,0,0,0.991518,0.998367,0.775004
2050,0,0,0.991498,0.998363,0.774456
2055,0,0,0.991478,0.998359,0.773912
2060,0,0,0.991457,0.998354,0.773360
2065,0,0,0.991437,0.998351,0.772810
2070,0,0,0.991416,0.998346,0.772264
2075,0,0,0.991396,0.998343,0.771719
2080,0,0,0.991374,0.998339,0.771165
2085,0,0,0.991354,0.998335,0.770616
2090,0,0,0.991332,0.998331,0.770063
2095,0,0,0.991313,0.998327,0.769516
2100,0,0,0.991290,0.998267,0.769073
2105,0,0,0.991270,0.998263,0.768528
2110,0,0,0.991249,0.998259,0.767975
2115,0,0,0.991228,0.998255,0.767428
2120,0,0,0.991206,0.998195,0.766980
2125,0,0,0.991186,0.998191,0.766432
2130,0,0,0.991165,0.998186,0.765875
2135,0,0,0.991143,0.998183,0.765320
2140,0,0,0.991121,0.998121,0.764878
2145,0,0,0.991100,0.998117,0.764328
2150,0,0,0.991079,0.998114,0.763777
2155,0,0,0.991058,0.998110,0.763227
2160,0,0,0.991038,0.998106,0.762679
2165,0,0,0.991016,0.998046,0.762238
2170,0,0,0.990996,0.998042,0.761689
2175,0,0,0.990975,0.998038,0.761140
2180,0,0,0.990953,0.998034,0.760580
2185,0,0,0.990933,0.998031,0.760037
2190,0,0,0.990912,0.998027,0.759484
2195,0,0,0.990892,0.998022,0.758934
2200,0,0,0.990869,0.997961,0.758491
2205,0,0,0.990849,0.997957,0.757945
2210,0,0,0.990829,0.997953,0.757403
2215,0,0,0.990808,0.997949,0.756853
2220,0,0,0.990786,0.997889,0.756413
2225,0,0,0.990765,0.997886,0.755860
2230,0,0,0.990745,0.997881,0.755316
2235,0,0,0.990724,0.997878,0.754764
2240,0,0,0.990703,0.997874,0.754208
2245,0,0,0.990682,0.997870,0.753660
2250,0,0,0.990660,0.997810,0.753216
2255,0,0,0.990640,0.997806,0.752665
2260,0,0,0.990619,0.997802,0.752114
2265,0,0,0.990597,0.997799,0.751558
2270,0,0,0.990574,0.997776,0.751108
2275,0,0,0.990553,0.997770,0.750557
2280,0,0,0.990532,0.997766,0.750000
2285,0,0,0.990512,0.997762,0.749457
2290,0,0,0.990491,0.997754,0.748904
2295,0,0,0.990471,0.997750,0.748359
2300,0,0,0.990451,0.997745,0.747920
2305,0,0,0.990430,0.997740,0.747372
2310,0,0,0.990410,0.997734,0.746824
2315,0,0,0.990390,0.997729,0.746281
2320,0,0,0.990367,0.997725,0.745836
2325,0,0,0.990347,0.997720,0.745293
2330,0,0,0.990327,0.997715,0.744745
2335,0,0,0.990307,0.997709,0.744201
2340,0,0,0.990286,0.997704,0.743650
2345,0,0,0.990265,0.997700,0.743101
2350,0,0,0.990244,0.997694,0.742555
2355,0,0,0.990223,0.997690,0.742115
2360,0,0,0.990202,0.997685,0.741564
2365,0,0,0.990182,0.997680,0.741015
2370,0,0,0.990161,0.997675,0.740470
2375,0,0,0.990139,0.997669,0.740029
2380,0,0,0.990119,0.997664,0.739485
2385,0,0,0.990099,0.997661,0.738936
2390,0,0,0.990077,0.997657,0.738378
2395,0,0,0.990057,0.997652,0.737831
2400,0,0,0.990035,0.997648,0.737387
2405,0,0,0.990014,0.997643,0.736837
2410,0,0,0.989993,0.997636,0.736286
2415,0,0,0.989972,0.997631,0.735733
2420,0,0,0.989950,0.997626,0.735287
2425,0,0,0.989930,0.997622,0.734744
2430,0,0,0.989909,0.997616,0.734193
2435,0,0,0.989888,0.997610,0.733645
2440,0,0,0.989869,0.997606,0.733096
2445,0,0,0.989849,0.997600,0.732548
2450,0,0,0.989829,0.997596,0.732001
2455,0,0,0.989807,0.997591,0.731555
2460,0,0,0.989786,0.997585,0.731005
2465,0,0,0.989766,0.997580,0.730458
2470,0,0,0.989745,0.997576,0.729907
2475,0,0,0.989723,0.997571,0.729463
2480,0,0,0.989702,0.997567,0.728917
2485,0,0,0.989682,0.997562,0.728373
2490,0,0,0.989661,0.997557,0.727824
2495,0,0,0.989641,0.997551,0.727278
2500,0,0,0.989618,0.997547,0.726832
2505,0,0,0.989597,0.997544,0.726285
2510,0,0,0.989576,0.997538,0.725731
2515,0,0,0.989555,0.997534,0.725179
2520,0,0,0.989532,0.997529,0.724734
2525,0,0,0.989511,0.997524,0.724183
2530,0,0,0.989491,0.997518,0.723634
2535,0,0,0.989471,0.997513,0.723091
2540,0,0,0.989452,0.997509,0.722547
2545,0,0,0.989429,0.997505,0.722099
2550,0,0,0.989409,0.997500,0.721554
2555,0,0,0.989388,0.997494,0.721007
2560,0,0,0.989367,0.997488,0.720451
2565,0,0,0.989344,0.997483,0.720005
2570,0,0,0.989324,0.997479,0.719456
2575,0,0,0.989303,0.997475,0.718906
2580,0,0,0.989282,0.997470,0.718356
2585,0,0,0.989262,0.997465,0.717809
2590,0,0,0.989242,0.997461,0.717267
2595,0,0,0.989221,0.997457,0.716829
2600,0,0,0.989200,0.997452,0.716281
2605,0,0,0.989179,0.997447,0.715730
2610,0,0,0.989159,0.997443,0.715182
2615,0,0,0.989138,0.997438,0.714634
2620,0,0,0.989118,0.997433,0.714195
2625,0,0,0.989096,0.997428,0.713642
2630,0,0,0.989076,0.997424,0.713095
2635,0,0,0.989055,0.997421,0.712544
2640,0,0,0.989032,0.997415,0.712099
2645,0,0,0.989011,0.997410,0.711547
2650,0,0,0.988990,0.997406,0.710996
2655,0,0,0.988969,0.997400,0.710446
2660,0,0,0.988949,0.997394,0.710006
2665,0,0,0.988928,0.997390,0.709456
2670,0,0,0.988907,0.997385,0.708911
2675,0,0,0.988887,0.997381,0.708367
2680,0,0,0.988867,0.997376,0.707818
2685,0,0,0.988846,0.997372,0.707264
