Round,nodes alive,sent,avg energy,max energy,min energy
4840,0,0,0.957841,0.992969,0.000000
4850,0,0,0.957767,0.992946,0.000000
4860,0,0,0.957691,0.992923,0.000000
4870,0,0,0.957614,0.992899,0.000000
4880,0,0,0.957540,0.992876,0.000000
4890,0,0,0.957464,0.992853,0.000000
4900,0,0,0.957390,0.992829,0.000000
4910,0,0,0.957313,0.992806,0.000000
4920,0,0,0.957239,0.992783,0.000000
4930,0,0,0.957163,0.992759,0.000000
4940,0,0,0.957087,0.992736,0.000000
4950,0,0,0.957012,0.992713,0.000000
4960,0,0,0.956936,0.992690,0.000000
4970,0,0,0.956862,0.992666,0.000000
4980,0,0,0.956786,0.992643,0.000000
4990,0,0,0.956712,0.992620,0.000000
5000,0,0,0.956635,0.992596,0.000000
5010,0,0,0.956559,0.992573,0.000000
5020,0,0,0.956485,0.992550,0.000000
5030,0,0,0.956409,0.992527,0.000000
5040,0,0,0.956334,0.992503,0.000000
5050,0,0,0.956258,0.992480,0.000000
5060,0,0,0.956184,0.992457,0.000000
5070,0,0,0.956108,0.992433,0.000000
5080,0,0,0.956033,0.992410,0.000000
5090,0,0,0.955957,0.992387,0.000000
5100,0,0,0.955881,0.992364,0.000000
5110,0,0,0.955807,0.992340,0.000000
5120,0,0,0.955731,0.992317,0.000000
5130,0,0,0.955656,0.992294,0.000000
5140,0,0,0.955580,0.992270,0.000000
5150,0,0,0.955506,0.992247,0.000000
5160,0,0,0.955430,0.992224,0.000000
5170,0,0,0.955353,0.992201,0.000000
5180,0,0,0.955279,0.992177,0.000000
5190,0,0,0.955203,0.992154,0.000000
5200,0,0,0.955128,0.992131,0.000000
5210,0,0,0.955053,0.992107,0.000000
5220,0,0,0.954976,0.992084,0.000000
5230,0,0,0.954902,0.992061,0.000000
5240,0,0,0.954826,0.992037,0.000000
5250,0,0,0.954751,0.992014,0.000000
5260,0,0,0.954675,0.991991,0.000000
5270,0,0,0.954601,0.991968,0.000000
5280,0,0,0.954525,0.991944,0.000000
5290,0,0,0.954449,0.991921,0.000000
5300,0,0,0.954374,0.991898,0.000000
